,text,rated,coloring,date,name,bank,sex
340,"Приходила по поводу продления карты, оформила новую карту ""Мир"", при получении этой карты случился форс мажор, карты оказалось две, мне заново пришлось относить новые реквизиты карты (оформлять детские пособия), также уже 4 месяца не могут наладить мне втб - онлайн, вход в личный кабинет; 17.04.2020, приглашают меня сново (в 4-й раз) прийти, чтобы сотрудники банка опять написали в техслужбу",2,bad,"16 апр, 2020",Светлана Беляева,vtb,unkn
341,"марта полностью погасила ипотеку,  2 марта подала запрос через онлайн-чат на возвращение закладной. Оператор сказал,  что закладная будет готова в течение 30 дней с момента заявки. С момента заявления о возврате прошло более 40 дней, в чате и на письма в банк мне не отвечают. По телефону горячей линии я получила ответ о том,  что офис, который должен выдать мне закладную (в нем обслуживался кредит) работает как дежурный ипотечный центр в городе, по адресу 153000, г. Иваново, пр. Шереметевский, д. 49, но закладную мне не выдадут, т.к. банк обслуживает только текущие сделки, дальше оператор сослался на ситуацию с пандемией коронавируса. Я задала закономерный вопрос: ""Должна ли я в сложившейся ситуации выполнять свои обязательства своевременно и в полном объеме?"". Последовал ответ: ""Да, должны"". Вопрос: почему у банка есть возможность обслуживать текущие и новые сделки,  а возможности достать из архива закладную клиента, добросовестно исполнившего свои обязательства нет.",2,bad,"14 апр, 2020",,vtb,unkn
342,"примерно в 11:00 мы с отцом прибыли в отделение банка для получения зарплатных карт. Оператор осмотрев паспорт моего отца сообщила, что паспорт потрепан и что по их некому регламенту и внутреннему постановлению использовать этот паспорт для оформления зарплатных карт нельзя. Я попросил дать ознакомиться с их положением, чтобы понять почему же нельзя с таким паспортом обращаться в отделение ПРОМСВЯЗЬБАНКА. Мне ответили категорическим отказом, далее я попросил официальный отказ, на что нас направили к управляющей П-ко Злате Николаевне. Прибыв к ней я так же попросил официальный отказ нашей организации по выдаче зарплатных карт. На что она сообщила, что у нее как у управляющей НЕТ таких полномочий. Что паспорт недействителен. Начала фотографировать паспорт отца. На вопрос - в чем же недействителен - ответила что она не эксперт. Не эксперт, но утверждает, что недействителен паспорт.  Так же она обвинила нас в МОШЕННИЧЕСТВЕ, ШАНТАЖЕ (шантаж в просьбе предоставить официальный отказ?), ПОДДЕЛКЕ ДОКУМЕНТОВ, что слышал весь зал. Тем самым она публично нас ОКЛЕВЕТАЛА. Далее она звонила какой то службе безопасности, угрожала нам, что приедут охраники, чтото там сделают, далее начала угрожать нам вызвать полицию, в итоге вызвала сотрудников полиции. Прибывшим сотрудникам полиции она солгала, сказав что мы попросили ее вызвать полицию, чтобы они подтвердили что паспорт недействителен! При упонимании о том, что она нас оклеветала и обвинила в мошенничестве шантаже подделке документов, она ответила отказом и мол это мы придумываем.. В итоге в отеле полиции паспорт оказался действительным, правда прождали 3 часа. Абсолютно циничное и презрительное отношение банка к своим клиентам! Так же на определенной площадке банк не принес извенений и банальных ответов, вроде таких, как ""примем меры"", а принялись за софистику: привели ссылки на законы о терроризме и на свои какие то внутренние положения, так же нагло солгали в своем сообщении то, что мол мы не возражали что недействителен. Да, ПСБ - банк для сильных людей! Выдержи такое!",2,bad,"13 апр, 2020",,promsvjazbank,unkn
343,"Предлагают свои услуги, звонят даже в 5 утра. Потом вообще никак не реагируют. Когда спросили нормально ли, что звонок от банка был в 5 утра менеджер Алена бросила трубку.",2,bad,"13 апр, 2020",Мария,gazprombank,female
344,"Здравствуйте.В середине марта получая зарплатную карту(несколько лет являюсь зарплатным клиентом со стабильно растущей зп, работая так же в ПАО Газпром) сотрудник сказал что мне одобрена кредитная карта.Подписал договор(с прописанным в нем лимитом), получил на руки сразу же именную кредит.карту.И все... С этого дня карта до сих пор не активирована банком, по телефону сначала говорили 3 рабочих днях, после о 5,далее о 7,потом ещё 5 дней,в офисе где оформлял карту ничего конкретного сказать не могут, кроме как документы отправлены. Но я не понимаю, зачем было подписание договора с лимитом? выдача карты? Почему так долго банк не может активировать карту?",2,bad,"10 апр, 2020",Алексей,gazprombank,male
345,"Вопрос пока так и не решен, поэтому высказываю эмоции на текущий момент. Если не получу деньги в ближайшие несколько дней, вернусь с более развернутым отзывом.</strong> Категорически не рекомендую связываться с данным брокером. Некоторое время тому назад у меня были возможности инвестировать и я приобрела акции через ФИНАМ. Но в апреле 2020 я вышла замуж и решили с мужем забрать деньги на семейные нужды. Предоставила брокеру данные нового паспорта и свидетельство о браке. Но при попытке вывести средства брокер сообщил, что перевод отклонен, поскольку мой паспорт  не проходит проверку на ФНС! Проконсультировалась с ФНС - те были крайне удивлены, поскольку не имеют официального инструмента для проверки паспортов - это прерогатива ГУ МВД. К ИНН вопросов также быть не может, поскольку при замужестве он не меняется. Написала жалобу в службу технической поддержки, несколько раз созванивалась с контакт-центром - все попытки получить внятный ответ ПОЧЕМУ финансовая организация ФИНАМ не может поменять мои персональные данные так же, как поменяли мои данные другие банки, к которым я обращалась - на основании нового паспорта и свидетельства о браке, успехом не увенчались. ФИНАМ продолжает незаконно удерживать мои деньги под шумок коронавируса. В письменном виде ответ предоставить отказывается. Единственный вариант развития событий, который вижу - обращение в прокуратуру.",2,bad,"10 апр, 2020",Надежда,finam,female
346,"В 15:04 позвонил сотрудник россельхоз банка, гововорил 16+ минут, информации ни какой не дал кроме той что я прочитал о банке, говорил медленно как будто читает не умело по книге. Хотел взять ипотеку но благодаря таким сотрудникам обратиться придётся в другой банк.",2,bad,"09 апр, 2020",Венера Наилевна,rosselkhozbank,unkn
347,"Подавали заявку на ипотеку в этот банк т.к. являюсь клиентом банка,предварительно одобрили 13,02,2020.Квартиру приобретаем у девелоперской компании вторичку,сегодня 08,04,2020 окончательного ответа так и не получили.Наш менеджер Оксана,которая уже второй месяц на больничном,и то об этом узнали у сотрудников в банке,на звонки как банк так и менеджер не отвечают,приезжали пару раз в банк ,дали другого менеджера Александру которая тоже всячески нас динамит .За это время квартира подорожала на 50 тысяч . Надеюсь кто нибудь из сотрудников в ближайшее время перезвонит нам и даст конкретный ответю.",2,bad,"08 апр, 2020",Максон,promsvjazbank,unkn
348,"Добрый день! Я являюсь держателем зарплатой карты данного банка уже много лет и нареканий не было. Но после обновления карты (т.к. срок закончился зарплатой карты) предложили кредитную карту и сказали что активна будет через 1-2 дня. Решил воспользоваться, но был очень разочарован ввиду того, карту уже не могут разблокировать уже как неделю, придя лично в банк предложили переоформить,  так как сотрудник, что-то не оформила. Я согласился и срок пошёл заново. Наверно срок просто не установлен по логике. Это был первый опыт с кредитной картой, наверно и последний. Было очень не приятно.",2,bad,"08 апр, 2020",Олег Аннабердыевич,gazprombank,unkn
349,"Был заблокирован счет,в итоге сказали дать реквизиты другого банка чтобы перевести мои деньги,Я принёс реквизиты все сделали в итоге денег нет три недели!!!Я уже ВТБ своим вторым домом считать начал приезжаю,как дурак 24/7 обращаясь к специалистам,никто ничего не знает,обсалютно ничего,ответ один:У НАС ВСЕ РЕКВИЗИТЫ ВВЕДЕНЫ ВЕРНО ВСЕ ВОПРОСЫ В БАНК ОТПРАВИТЕЛЯ.)В итоге АЛЬФА банк дал ответ на то что ВТБ неверно ввел имя получателя на что деньги пришли на корпоративный счет Альфа банка.Это ужас как так можно,куда они смотрят!Просто безответственность!!!Идет 4 неделя в итоге ответ как всегда ждите,ждите,ждите...Сейчас подожду, да до суда.",2,bad,"06 апр, 2020",Арсен Коньков,vtb,unkn
350,"марта открыла вклад» ГПБ- перспектива». 16 марта написала отказ, прошло 19 дней, деньги до сих пор не вернули, прошу разобраться",2,bad,"06 апр, 2020",Татьяна,gazprombank,female
351,"Работаем с банком более года, как таковое все нормально, но в связи с последними событиями банк начал сдавать. Я обратился  в банк за помощью в кредите под 0% для з/п сотрудникам как ранее озвучил наш президент. Но услышал ответ оператора что в банке таких кредитных продуктов нет, можете воспользоваться другими (под более выгодными для банка процентами). Так что прежде чем открывать р/с в этом безпорно смелом банке стоит подумать.... Обратившись к банку партнеру (ВТБ) мне было сказанно что по этой программе кредитуем только те организации что имеют р/с в нашем банке. Так ,что будем искать другой банк, хотя положение этим в настоящее время не исправить.",2,bad,"05 апр, 2020",Алексей Зуев,vozrozhdenie,unkn
352,"В АПРЕЛЕ СНЯЛИ 1%ОТ СУММЫ , КОТОРАЯ НЕ БЫЛА НА ОСТАТКЕ НА 01число, а поступила по договору на счёт..Уже не верно...И с  з/п не снимается % , и меня просто мягко послали...Работаю не по трудовой, а по Договору.Это тоже документ. МОШЕННИКИ И ГРАБИТЕЛИ НИКОМУ НЕ СОВЕТУЮ",2,bad,"05 апр, 2020",Ольга,roketbank,unkn
353,"подали заявку на ипотеку, сначала минут 30 ждали когда же мужчина соизволит на работу прийти! Документы приняли и подали заявку быстро, сказали в течении 5и дней сообщат. Итог, уже 05.04. А от банка тишина!!! Это просто ужас!!! Один раз ездили в банк, сотрудник сказал позвоните завтра, позвонили на след.день, сказал позвонить завтра, он на выезде, опять позвонили на след.день и что вы думаете?? Просто не взяли трубку!!! Ну сколько можно? Или это у вас норма?",2,bad,"05 апр, 2020",Дарья Мацкевич,rosselkhozbank,unkn
354,"Получит кредит в банке ""Уралсиб"" было очень долго и сложно. Когда приехала на оформление автокредита, то просидели в очереди в автосалоне на оформление 3 (три!!!) часа, после чего девушка сказала, что сегодня уже не получится, приходите завтра. Пришла на следующий день. Оформили. На следующий день звонит девушка, которая оформляла нам автокредит и говорит, что в банке произошла ошибка, в приложении к кредитному договору, а именно в заявлении на перевод денежных средств допущена ошибка и необходимо приехать переоформить полностью кредит. Решила обратиться непосредственно в банк. Приехала, обратилась к менеджеру (к сожалению, не помню как зовут менеджера-мужчину), он подтвердил, что необходимо переподписать кредитный договор. Хорошо, попросила дать подтверждение, что этот кредит, который не оформился, является недействительным. Менеджер-мужчина оказался полностью не компетентен в вопросе, он постоянно куда-то звонил и спрашивал, что необходимо делать. После чего он порвал мой экземпляр кредитного договора не спросив меня об этом. Это ужасно, потому что второй экземпляр остался у банка. В итоге вывел на печать какую-то распечатку со счёта. Когда я посмотрела, то удивилась: я никогда не работала с банком Уралсиб, а у меня в банке открыт счёт и на нём находится около 30 (тридцати) рублей. Спросив менеджера-мужчину о том, что это за счёт, он пояснить не смог. После чего я решила обратиться к другому оператору, который сказал мне, что это выписка со счёта совсем другого человека. Вечером того же дня приехала в автосалон, попросила уничтожить второй экземпляр кредитного договора в котором была допущена ошибка. Девушка достала какие-то бумаги и разорвала их спешно, не показав мне. Я попросила её показать, что она уничтожает. В итоге пришлось собирать договор по кусочкам, чтобы удостовериться, что это тот самый договор. Хорошо, кредит наконец подписали. Когда я ушла из автосалона, девушка оформлявшая кредитный договор позвонила снова и попросила вернуться, потому что она забыла меня фотографировать. На пол пути пришлось возвращаться. Спустя несколько дней поехала вносить первый платёж по кредиту заранее, а также привезла на копирование свидетельство о регистрации ТС, копию которого, по условиям кредитного договора необходимо предоставить в банк. В очереди просидела около 30! (тридцати) минут. Девушка оператор, наконец откопировала свидетельство. Я попросила дать мне пароль и логин от личного кабинета, чтобы отслеживать свои платежи по кредиту, девушка сказала, что отслеживать кредит нельзя. Стала звонить на горячую линию, телефонов миллион, дозвониться невозможно, даже в очередь не ставят на ожидание освободившегося оператора, а сразу скидывают звонок. Очень разочарована всем в этом банке, онлайн-приложением, горячей линией, некомпетентностью работников и всем остальным. Банком оказалась совершенно недовольна. Пожалела много раз, что выбрала банк Уралсиб из нескольких возможных, которые предлагали свои банковские услуги. В будущем больше не планирую работать с Уралсибом. Рекомендовать работать с банком не буду никому.",2,bad,"01 апр, 2020",Екатерина,uralsib,female
355,"Сегодня,31 марта 2020года в 15.30 пришла в банк Левобережный, находящийся на пл.Труда в Ленинском районе г Новосибирска в здании МФЦ. В банк я не попала,т к он был закрыт, хотя на двери висело обьявление,что банк работает до 17.оо.3о марта я тоже не могла попасть в банк,хотя по тел. 8383з600900 мне сказали, что банк работает до 17.00. В чем дело?Для такого солидного банка это даже неприлично,это неуважение к клиентам.",2,bad,"31 мар, 2020",наталья сергеевна,levoberezhnyj,unkn
356,"Оформила карту JCB-МИР в Россельхозбанке. Долго мониторила другие банки, звонила на горячую линию, консультировалась в банке, и к своему горю выбрала этот банк. При оформлении и получении карты неоднократно спрашивала, МОЖЕТ ЛЮБОЙ человек мне ее пополнить в долларах? Конечно, но только через кассу в этом же отделении, слышала в ответ.  Меня это устраивала на 100% .Мой МУЖ обращался в это отделение и ему отказали во внесении наличных!!!!!! даже не хочу описывать  всю эпопею выяснения! В итоге я в Японии  в период изоляции без финансовой поддержки!!!!!",2,bad,"30 мар, 2020",Татьяна,rosselkhozbank,female
357,"Здравствуйте, мной был взят кредит под залог автомобиля в вашем банке. Я являюсь генеральным директором строительной компании. В связи с ситуацией с короновирусом, мой доход снизился до нуля, я позвонил на горячую линию с просьбой дать небольшие кредитные каникулы, на что был тактично послан менеджером занимать деньги у своих сотрудников , чтобы внести очередной платеж! Я тактично намекнул об обращении президента к гражданам и рекомендации банкам о не взимании процентов по кредиту и предоставлении отсрочки платежей тем, чей бизнес пострадал более чем на 30%, мой понес урон практически на 90%. На что мне ответили, что рекомендации президента к вашему банку не относятся!!! Хочу официально уточнить, почему в сложившейся ситуации, именно ваш банк не идет на встречу, я практически разорен, и просто прошу дать мне время восстановить свою финансовую ситуацию, а в ответ лишь слышу грубые ответы менеджеров и издевки!!! Типа ищете где хотите!!! Неужели и рекомендации нашего президента для банка всего лишь пустой звук. К слову, в других банках спокойно дают отсрочки по платежам, и при этом не снимают комиссию!!!",2,bad,"28 мар, 2020",Антон Владимирович,sovkombank,unkn
358,"Я являюсь клиентом банка ВТБ пакет услуг «привелегия». На данный момент накопила около 12000 миль. Вчера 27 марта 2020 возникла необходимость срочно приобрести жд билет. Естественно, рассчитывала произвести оплату билета милями. Вот тут и начались мои мытарства!!! Программа даёт выбрать поезд, место, но как доходит до этапа «оплатить», программа намертво виснет! Мои стократные попытки закончились напрасной тратой времени, разочарованием!  В итоге билет приобрела за наличные! Так что не расчитывайте на эти ЛЖЕМИЛИ! Это обман! Банку нужны только Ваши деньги! Завтра закрываю все счета в ВТБ!",2,bad,"28 мар, 2020",,vtb,unkn
359,"Здравствуйте. Писал обращение в банк на отказ безакцептного списания по потребителькому кредиту и кредитной карте. В письменном виде, номер обращения зарегистрирован №00202001280142 от 28.01.2020. Пришел положительный ответ, что удовлетворили мое требование на отказ на безакцептное списание средств по потребителькому кредиту, а по кредитной карте пришёл отказ на безакцептное списание (то есть там так и будет дальше списываться).в итоге прошёл месяц. Мне пришли средства 23. 02.2020на зарплатный счёт (счёт с которого отменили списание3262) и они в итоге нарушили свои обязательства и списали их в пользу погашения кредита. (хотя они удовлетворили мои требование, и прислали письменный ответ где указано, что они не имеют право дальше списывать средства в безакцептное режиме!)""в ответе банка содержалось -"" 27.01.2020 поступило ваше заявление на отзыв безакцептного списания со всех ваших счетов, открытых в банке. По результатам проведённой проверки БАНК ПРИНЯЛ РЕШЕНИЕ УДОВЛЕТВОРИТЬ ВАШЕ ТРЕБОВАНИЕ об отзыве распоряжений по счету *3262!! А это и есть зарплатный счёт, с которого они не имеют права больше списывать деньги. а они списали, нарушили мои права! И свои же обязательства. Пойду к юристам раз не понимают! Пусть возвращают обратно списанное, на законных основаниях раз не выполняют свои распоряжения. Все доказательства есть в письменном виде",2,bad,"27 мар, 2020",Роман Александрович,rosbank,unkn
360,"Я взял кредит в этом банке, мало того что навязали страховку в Альфа Страховании за 17800 рублей,так ещё и комплексное абонентское обслуживание в ООО Драйв Ассистанс с тарифным планом Премиум за 70000 рублей, который совершенно не нужен. Сказали ,что в течении 14дней я могу от него отказаться, но теперь я уже неделю хожу в этот банк чтоб написать заявление на отказ, они заявление не берут. Дали номер телефона ООО Драйв Ассистанс,сказали туда звонить и отказываться, а там отвечают,что если я брал кредит в этом банке, то там и писать заявление. В общем замкнутый круг, все тянут время ,чтоб прошли все сроки. Люди идут к вам за кредитами мало того ,что проценты совсем не маленькие, так ещё и деньги забирают за совершенно не нужное обслуживание 77800.",2,bad,"26 мар, 2020",Елена,sinara,female
361,"Очень обижена на этот банк: не уведомив меня заранее, банк передал мой кредит банку Открытие (отзвывы о нем отвратительные), не передав мой последний платеж, который я сделала 12 февраля, передача произошла 14, уведомление я получила 20 февраля, таким образом я сразу стала должником. Мне объяснили, что виновата я, что рано сделала платеж. Второй месяц меня изводят звонками и угрозами за мнимый долг. Написала уже 8 писем в Интерпромбанк о перечислении всех моих платежей в банк Открытие, но они утверждают, что не получили ни одного. Требуют личного присутствия, а ехать мне из области больше 2-х часов, мне скоро 69 лет. Банки сами договориться не хотят, странные у них взаимоотношения. Наверное придется ехать за смертью.",2,bad,"23 мар, 2020",Наталия,interprombank,unkn
362,"Взяла в банке кредит с возвратом процентов, процент по кредиту оказался больше чем озвучили в начале консультации, спросила почему, показали колодочки в конце листа и сказали что если я буду 3 года гасить кредит и не буду досрочно погашать то процент в конце срока пересчитается и мне вернут разницу. Впарили какую то карту сказав что без неё не смогу погашать кредит и если не возьму то при снятии наличных в кассе будет процент. Дали ещё одну карту сказали могу пользоваться ей как дебетовой, сказали что бесплатная. В итоге пришла домой начала перечитывать договор и оказалось что за какую то карту сняли почти 10000. Обе карты лежат дома без дела, решила для себя что с банком больше связываться не буду ищу банк для рефинансирования ваших кредитов. Обидно что такой хороший актёр с вами сотрудничает , мнение о нем тоже изменилось, занимается вместе с вами надувательством народа.",2,bad,"21 мар, 2020",Светлана,sovkombank,female
363,"Как и большинство жителей России, решивших купить жилье, решила оформлять ипотеку. Выбор был не особо велик и основную роль в выборе Газпромбанка сыграло 10% первоначального взноса. И это было первой ошибкой. В век информационных технологий можно купить и оформить квартиру даже не выходя из дома. Исходя из этого было решено оформить заявку онлайн. И это была вторая ошибка. Менеджер не работающая с онлайн заявками уговорила продолжать оформлять заявку уже в офисе, а не онлайн. И это была третья ошибка. В данный момент ситуация выглядит следующим образом: Менеджер никогда не может найти заявку с первого раза и данный процесс растягивается на пол часа.</li> Заявка рассматривается уже месяц и со слов менеджера будет рассматриваться до ""второго пришествия"", т.к. заявка из за изначальной подачи через онлайн сервис ""криво"" отображается в их кривой программе.</li> Менеджер работает одна и дозвониться для консультации ""что же в этот раз вас не устроило из документов"" не представляется возможным и приходится срываться с работы на несколько часов, чтобы услышать 2х минутный ответ.</li> Единственное слово характеризующее сервис ипотеки у такого бренда = Разочарование. Не работает онлайн сервис - уберите, не мучайте людей неподготовленными менеджерами и сырой программой. По горячей линии сказали ""помочь не можем, обращаетесь к вашему менеджеру"". Очень смешно, т.к. из за их работы и происходит звонок на горячую линию. Замкнутый круг. Радует одно, риелтор глядя на мои мученья клятвенно обещала приводить мой пример людям берущим ипотеку, чтобы сохранить их время и нервы. Банк отреагировал на отзыв и проблема была решена в кратчайшее время.",2,bad,"20 мар, 2020",Ирина,gazprombank,female
364,"В феврале узнала со второй попытки когда приезжает сотрудник с Воронежа и с трудами добралась к Виктории по времени и топтаниям по этажам еле сдала деньги потратив больше часа и по истечении 3 дней связалась с Мосеовским брокером и выбрали акции вот тут здорово обслужили четко. И созвонившись опять с Воронежем предоставить отчёт и с 7 марта я не могу получить, звонила приглашали опять долгие очереди из 7 столов работают половина и когда выжали этот ксерокс слёзы как такое можно вообще давать на руки без зазрения совести там вообще со 100 процентным зрением не наведёшь резкость потратив время зря уехала не солоно хлебавши и вопрос кто нибудь занимается моим вопросом. Вот работаю в женском коллективе и хотела предложить сотрудникам но это такой гемор никому не советую, перестройка не добралась сюда, здесь застыло на века совковое время и обслуживание",2,bad,"19 мар, 2020",вера,gazprombank,unkn
365,"при открытия счёта менеджер и на сайте была информация три месяца беспалтно по факту списали 5000  рублей, уже прошло две с половиной недели, ничего толком объяснить не могут, то обещают отдать то связаться с центром, по существу деньги пока не вернули",2,bad,"18 мар, 2020",Алексей,vtb,male
366,"марта 2020 года обратился в Банк ВТБ(ПАО) Филиал 7701 на улице Катукова с вопросом закрытия счета в евро и открытии рублевого счета. При этом на электронном табло курс покупки евро был 79,5, что подтвердила занимающаяся со мной операционистка Шамшутдинова Р.Р. Однако конвертацию валюты провели по курсу 78,85, который озвучен не был. Была озвучена общая сумма в рублях после конвертации и открытия рублевого счета. Когда я в течение двух минут на своем калькуляторе перепроверил сумму конвертации и она оказалась ниже заявленного курса, мне ответили, что произошла ошибка, но назад операцию моментально вернуть назад невозможно, и предложили явиться в офис на следующий день к 17.00. Придя 11 марта и потребовав вернуть мои евро, мне было предложено с уже открытого мне рублевого счета купить евро по курсу 83 рубля за евро и написать претензию. Таким образом, меня фактически принудили выкупить мои евро по курсу 83 рубля, а после рассмотрения претензии мне доплатят мои потери в сумме 991 евро. Вот теперь жду, но без особой надежды. Скорей всего придется обращаться в суд.",2,bad,"18 мар, 2020",Владимир,vtb,male
367,"В офисе на Маяковского 2,5 часа узнавали как оформить виртуальную карту. Виртуальную, которая оформляется в других банках в приложении за секунду После этого оказалось, что Visa нет. Это ужас.",2,bad,"17 мар, 2020",,gazprombank,unkn
368,"Обратилась в банк для получения денежного перевода Western Union. Сотрудница сообщила, что из-за проблем с программой не может ничем помочь. Данная ситуация уже продолжается 2 (!!!!) месяца. На мои запросы, оставленные на сайте банка, я уже месяц не получаю ответа. Сотрудники отделения не могут ответить, когда будет решена проблема. В службе поддержки мне также ничем абсолютно не смогли помочь.",2,bad,"16 мар, 2020",Вера Д минова,rosselkhozbank,unkn
369,"Подал на сайте заявку по программе сельская ипотека. Получил по телефону отказ. Сказали, что нет такого продукта. Не понятно для чего тогда на официальном сайте тогда это побликовать? Опять обман.",2,bad,"15 мар, 2020",Виктор Бурдов,rosselkhozbank,unkn
370,"Ситуация такая. Жена открыла вклад в банке на три года, её интересовал вклад который можно будет закрыть раньше времени и без потерь своих денег, если это потребуется,т.к. рассматривали покупку квартиры, но не спеша. При обращении в банк ей предложили вклад, менеджер всё красиво обрисовал, но договор на руки не дали до заключения, жена русским языком спрашивала о возможности досрочного снятия денег, на что ей ответили что всё хорошо, с этим вкладом проблем не будет и наши 200 тысяч нам в любом случае вернуться, снимут только процент который накапал сверху. Через полгода встал вопрос о ипотеке, мы пришли в банк забрать наши деньги, жена ещё раз уточнила вся ли сумма вернётся, на что был получен ответ что да ,не волнуйтесь. В договоре есть про это пункт, где написано о проценте с ""выкупной суммы "". Супруга поинтересовалась что означает этот термин, менеджер сказал что это сумма и есть проценты сверху. Мы закрыли вклад, стали ждать месяц. Заказали мебель, технику в новую квартиру рассчитывая на эти деньги. Через месяц на счёт приходит сумма 168 тысяч. И да через дня три после закрытия счета менеджер заблокировал наш телефон и не отвечал на звонки. Мы сразу в банк, там нам дали отворот поворот, сказали это наша невнимательность. Старший пожал плечами, мол я не знаю почему вам дали такую информацию, я проведу с ним разъяснительную беседу, можете поприсутствовать и всё, ах да этот менеджер ещё и его заместитель оказался. Так вот к чему всё это , выходит мне чтобы обратится в банк надо иметь экономическое образование, чтобы понимать всё и чтобы банк не смог меня обмануть, а зачем тогда менеджеры???? Выходят они не знают толком продукта который предлагают или это специально, мошенничество???? Что они с этого имеют? Что нам делать?  Писать в ФАС, или ЦБ?",2,bad,"13 мар, 2020",Дмитрий,gazprombank,male
